Id,SalePrice
1461,120080.0204389492
1462,170623.0600848359
1463,188401.70312873746
1464,197811.14696344404
1465,189917.80855301616
1466,171517.87763357724
1467,174952.81946323044
1468,157248.24062425632
1469,199347.0257889799
1470,119981.99095405689
1471,160811.63334070894
1472,95309.59269463614
1473,92172.16528953388
1474,151716.40519676814
1475,113452.70315293541
1476,358503.8080579416
1477,252832.1383404236
1478,311943.9915703043
1479,292988.95294114767
1480,487911.74997280317
1481,333364.8662999125
1482,206754.35593119726
1483,182737.52221096747
1484,162180.95093580053
1485,186154.32975336266
1486,190387.32974546772
1487,346803.8934521279
1488,223924.69353659765
1489,199248.2478031775
1490,242230.00650720455
1491,193542.65759325205
1492,95422.54011990933
1493,186742.05745767057
1494,296289.1506316122
1495,292497.6986182809
1496,224664.29624792413
1497,186083.1072163561
1498,217041.62463263035
1499,171687.45745625845
1500,161167.11040384008
1501,173068.5754034495
1502,138405.94742711412
1503,364562.90395477414
1504,240894.76333084868
1505,229237.279852908
1506,198532.81845499907
1507,244826.5510827735
1508,207686.20197487634
1509,153064.8908060859
1510,145847.18884524013
1511,193798.3881469183
1512,162651.69395389268
1513,161326.4211139925
1514,160947.51057275338
1515,175045.23959917796
1516,152582.61551162688
1517,183922.0120335999
1518,131085.5247472131
1519,209415.68589855
1520,126770.4726101962
1521,127753.30471284926
1522,170537.81841267107
1523,116632.95998819526
1524,127430.32218800593
1525,112975.71579509684
1526,108195.07291980866
1527,110062.65144700516
1528,133736.04914693465
1529,158607.11511378243
1530,189073.17741634726
1531,108208.60594688401
1532,92730.66588014705
1533,162953.47351574097
1534,126603.46448002837
1535,146151.6449500406
1536,102759.54790001982
1537,59924.285257159274
1538,142300.49865763684
1539,207568.1956291411
1540,82275.43073718197
1541,141859.48729069668
1542,176017.0673208682
1543,191433.38321645206
1544,82982.87497312238
1545,112433.03649153678
1546,139420.66773582823
1547,133654.4562415618
1548,145632.33836946302
1549,123475.36207214918
1550,134392.9417763894
1551,105190.45703553558
1552,135676.9184387387
1553,146361.22656913186
1554,108342.8638581164
1555,163812.804313822
1556,80555.14156408366
1557,128895.03904657564
1558,105791.96155391414
1559,52087.321451745906
1560,120445.91175053829
1561,128586.16426145897
1562,135954.05126042967
1563,123964.37653988955
1564,154904.85258205488
1565,156548.81018714886
1566,254951.83867795902
1567,78764.21730141043
1568,240290.31906804457
1569,151503.3539294936
1570,129452.99954179738
1571,114193.13540023204
1572,142329.5483990804
1573,181878.50144062084
1574,121221.29213826862
1575,218769.5890025024
1576,227132.51342676752
1577,176713.4050242616
1578,143354.72037939506
1579,151042.90822634785
1580,194394.65895915547
1581,169520.86021883314
1582,123459.4319727418
1583,290002.194717407
1584,213774.72934821952
1585,133121.0042138205
1586,95397.13931115803
1587,108468.6523996766
1588,147060.9381937095
1589,99639.2824270254
1590,125780.02451862412
1591,92323.80216363889
1592,114068.91323027639
1593,123324.42084137192
1594,129678.54375510156
1595,106078.85998858765
1596,223269.6769144172
1597,214069.14530267243
1598,240973.16226736672
1599,178646.08729594963
1600,166964.53063552364
1601,60678.265747508995
1602,111511.58673171542
1603,60928.030580825485
1604,282215.9440953468
1605,219632.66686631445
1606,155279.5567260138
1607,207662.33565076083
1608,215376.40144320758
1609,180215.55406714874
1610,151334.03356598158
1611,137964.37647931543
1612,166783.55958095836
1613,164117.5783400739
1614,124477.30170448484
1615,91975.26150448016
1616,78279.45937648539
1617,88511.7081472354
1618,158046.78177381319
1619,130079.40810902254
1620,146973.69174387766
1621,126546.84415139016
1622,141204.4994013593
1623,242364.52014519853
1624,200192.1143654526
1625,117515.13539741564
1626,171193.45471644113
1627,196362.22530215813
1628,275615.6199171931
1629,179304.44345528082
1630,340961.63666054606
1631,240336.92745278194
1632,255261.6105705536
1633,168612.06110737528
1634,184873.30776500987
1635,169740.06567645413
1636,147629.8836053114
1637,221034.29356992024
1638,187803.5591711123
1639,184645.2010370156
1640,245284.9062057417
1641,180732.02668606985
1642,257452.51652713623
1643,222691.06643635314
1644,257977.31543886624
1645,198897.7632316897
1646,157983.26851763896
1647,156749.92579474556
1648,130279.93151012498
1649,140459.0524462377
1650,111784.96869608761
1651,120872.09372566876
1652,95901.45193366734
1653,96886.80075753415
1654,152507.0923729363
1655,139511.6602941724
1656,144806.98297375947
1657,156698.10922279916
1658,149584.0159677837
1659,124284.88759734003
1660,163028.82239056207
1661,463199.8073709792
1662,396839.42060205556
1663,386481.0835366396
1664,352442.3127977829
1665,312365.54903248925
1666,261532.12009842586
1667,443465.7111184402
1668,336375.00297916326
1669,302927.73408752534
1670,363308.3646475534
1671,265807.78561063076
1672,409973.43615350564
1673,286465.8371883447
1674,239180.38626497693
1675,198247.39847428544
1676,197130.41933198032
1677,222908.64416019132
1678,480988.990546141
1679,400675.1823570601
1680,331833.88704125094
1681,249843.29740521638
1682,322625.5127188209
1683,182724.87082345996
1684,169868.83693240344
1685,167087.71306812033
1686,168797.76119000037
1687,162653.646561469
1688,186551.6458307513
1689,185614.11068552095
1690,187988.13299095965
1691,180042.99618870765
1692,258118.03861105745
1693,164672.9698855695
1694,181474.0132934592
1695,162002.35801847745
1696,282275.0980097642
1697,166542.96571713476
1698,350981.27455985756
1699,313126.41627717065
1700,265495.0140883274
1701,282138.98787750833
1702,249891.39805682012
1703,238588.45447941154
1704,263401.62628667674
1705,231610.8652590288
1706,112007.68004894214
1707,211225.78478056146
1708,206701.13592574254
1709,261807.75958243638
1710,220343.62554537423
1711,280740.35004686844
1712,254656.57294789967
1713,283501.41133659787
1714,244624.34957958834
1715,211330.3765799784
1716,183259.11657441952
1717,172825.4304562615
1718,141668.02631425465
1719,214142.67245778677
1720,244141.86966715383
1721,150739.45510975903
1722,123278.05032824093
1723,149178.35693144758
1724,199574.87286519492
1725,235531.41764317502
1726,184328.76478195895
1727,155549.39624703914
1728,156640.14983383106
1729,166004.07418610025
1730,139963.18237941666
1731,115229.43066796057
1732,125705.81822644935
1733,106843.9427234495
1734,130162.5426594756
1735,108721.12967453571
1736,103401.70164521325
1737,289856.42367701785
1738,278099.7289263105
1739,226934.90591509923
1740,223434.06786595413
1741,198227.80781488642
1742,169590.8805930752
1743,178360.81028996987
1744,392491.8277384257
1745,217241.31947036998
1746,178044.51410563538
1747,224632.74224435244
1748,211825.57374150012
1749,149209.97503040597
1750,123720.59455226165
1751,243586.51353270456
1752,109787.95753031118
1753,157671.13193505243
1754,203130.25773440185
1755,175778.28203827594
1756,118577.4408116647
1757,120680.36403647166
1758,144139.57519546922
1759,158368.49373043145
1760,167468.32813242738
1761,147618.44346625215
1762,174579.7697584617
1763,193627.59649962664
1764,120511.57289753326
1765,107945.1268958346
1766,182108.3577563091
1767,209842.104708366
1768,141147.3734787614
1769,166948.35130370417
1770,150047.52554749
1771,121290.51839222375
1772,137089.57825349155
1773,132270.20570345782
1774,141728.4050638588
1775,139974.86537332257
1776,127805.58697713722
1777,107842.2998347532
1778,137645.38140407376
1779,158447.86103515266
1780,168249.5509358635
1781,124319.61419343058
1782,86597.80998276945
1783,143149.74277175427
1784,103154.80791071246
1785,121003.97805077593
1786,130689.54696659051
1787,145339.52615422904
1788,66759.9585957462
1789,92826.45099441183
1790,82380.71800187293
1791,183397.78527282627
1792,150273.6839920061
1793,125831.38167872615
1794,152018.22221915604
1795,142183.7281326902
1796,107842.15887083982
1797,112970.43182823311
1798,118419.01764982783
1799,103598.54381487235
1800,118119.59472710022
1801,135117.55896654405
1802,133371.207314315
1803,147121.66400088396
1804,133310.5404412556
1805,132051.56358387062
1806,116871.59730938975
1807,128916.55619962313
1808,117517.56323608357
1809,127716.94533988864
1810,131537.2284368419
1811,116542.87350735627
1812,105746.24237972563
1813,143149.0128143838
1814,99414.32305803918
1815,60983.704270257214
1816,101600.22033995556
1817,109970.3186919176
1818,149359.63182928387
1819,130510.52412298236
1820,44445.55487190346
1821,113172.32568936299
1822,141688.90251090788
1823,38366.91694379277
1824,121625.22903301142
1825,136306.09416459073
1826,111609.56188034368
1827,106520.24749223454
1828,132986.64457234077
1829,120333.73800229705
1830,136574.13790615465
1831,138959.43960289482
1832,61513.84520711803
1833,129230.93205672687
1834,114254.09770754668
1835,126658.08107577072
1836,122131.98572362291
1837,84443.29839128722
1838,133040.4088270588
1839,100007.05790780883
1840,155090.01403379627
1841,131665.0945660784
1842,94562.17077805205
1843,139864.51904446085
1844,137178.20645226145
1845,150905.1397566428
1846,159652.16680312503
1847,188801.50706527516
1848,51975.33683483134
1849,114824.75097339017
1850,116559.4725688867
1851,153481.79209297246
1852,127042.41475306958
1853,127100.92692535382
1854,165661.34612488764
1855,149639.34632531015
1856,222676.85289298787
1857,146189.12118894857
1858,139573.56648460843
1859,120765.66320575315
1860,151657.11319048563
1861,123372.99486970369
1862,313543.3163183465
1863,282034.50931629044
1864,282174.6663971363
1865,368246.3107909745
1866,338031.8441747812
1867,215088.48102875432
1868,283239.1947984349
1869,198256.52952131585
1870,218182.65748462625
1871,251867.84874104668
1872,169117.712624563
1873,248061.70732506158
1874,158831.68724103924
1875,203468.67777064603
1876,207578.54327388512
1877,210719.15185050934
1878,213784.90186465054
1879,128404.29549153599
1880,125115.073703715
1881,259064.33605709692
1882,239966.67595450737
1883,184229.6141986764
1884,209172.9469289809
1885,184880.13104979767
1886,283526.48698547843
1887,210193.09346900802
1888,252570.36671612208
1889,173255.4196031088
1890,108929.64001725361
1891,143571.86487848815
1892,97596.1324813771
1893,135660.95657771642
1894,128797.08021104024
1895,132791.83936707125
1896,124599.84030287815
1897,114908.08104582272
1898,111432.41196603772
1899,169921.5328200268
1900,141243.38259097046
1901,180427.59090533768
1902,165925.62033150974
1903,208015.68768660858
1904,162322.45191944955
1905,206540.4697990053
1906,85982.72343762236
1907,231668.8801850941
1908,110747.80552614831
1909,130706.93881840569
1910,122879.85918629197
1911,255732.7349812825
1912,384200.3300639698
1913,134939.827468214
1914,36637.50759656648
1915,335583.5643947372
1916,84074.18872072652
1917,221102.85428302104
1918,138862.59329693663
1919,171291.2794655974
1920,159537.0076542228
1921,388385.8097629407
1922,321240.2796632613
1923,237829.14711163598
1924,238812.0354846592
1925,193929.9982521371
1926,376446.50120059564
1927,129713.6847274385
1928,165047.15026740564
1929,119634.74158718885
1930,122999.88982845648
1931,131880.0742298913
1932,134344.38859988638
1933,207753.32943459586
1934,182700.31107782476
1935,173783.95111413542
1936,200913.498121377
1937,185406.04266381168
1938,172323.6405631633
1939,243584.4265075918
1940,184486.33593494756
1941,182833.22615912225
1942,142525.39730980387
1943,214539.2514013838
1944,389421.4272155342
1945,406309.4551659455
1946,141786.0588196827
1947,92146.64715877855
1948,205877.78800470158
1949,269560.03352298384
1950,182692.23763369894
1951,239153.52742760166
1952,210040.9296063402
1953,164158.5627298065
1954,175649.94360262997
1955,135909.56850545475
1956,280206.13548505906
1957,148302.64079396563
1958,212051.71531704633
1959,143163.4103433363
1960,115289.05340685876
1961,123737.64650480686
1962,95109.25212750319
1963,102466.20154503912
1964,103934.7380676259
1965,150867.37368642492
1966,136934.69147318872
1967,306575.36735400057
1968,435717.73289044516
1969,380938.83485652367
1970,423796.22002671246
1971,516657.077722068
1972,380832.90867482533
1973,264264.40028660785
1974,344427.5904642933
1975,181042.61901147998
1976,264992.2634144598
1977,341508.3192669056
1978,349165.13595846534
1979,325748.1174513622
1980,220361.9777309855
1981,346821.5530723861
1982,211278.92674305852
1983,195943.13335556493
1984,165896.93648833476
1985,237558.93925704033
1986,227557.23453104196
1987,189614.31610645237
1988,165736.0507881854
1989,187679.5831159587
1990,202211.0501624952
1991,234984.33105588602
1992,212873.2411553331
1993,162984.47929477805
1994,234731.69397672924
1995,181798.71589928595
1996,265116.15479000733
1997,336523.8663184481
1998,310848.15886885783
1999,285230.5607899509
2000,312989.3266622732
2001,278741.53460829775
2002,228046.29906279905
2003,250522.80535289625
2004,279989.015924302
2005,214912.49079191964
2006,222264.06837310267
2007,241668.9738430976
2008,231508.62344735113
2009,216497.24802361874
2010,194026.16230096848
2011,136663.9630301888
2012,168968.2989177234
2013,175426.31443552967
2014,188401.440218112
2015,215864.44235341475
2016,194078.5136329779
2017,195131.35383777367
2018,118520.38406088823
2019,131244.07759198293
2020,92122.03463219316
2021,97025.31764432942
2022,206622.63756552752
2023,147122.71509009617
2024,275056.01668362954
2025,369515.7655148654
2026,174751.40252448648
2027,163499.17830633227
2028,155265.5560176424
2029,176153.21874783008
2030,261399.46278558558
2031,223401.14788485708
2032,250021.3176153286
2033,248970.6214479447
2034,178702.50499880413
2035,236159.73586456274
2036,204236.85657085804
2037,273168.431632037
2038,339794.5862130343
2039,227146.8070461285
2040,309679.2868014913
2041,462374.22931589495
2042,211322.84043598134
2043,179352.61305879484
2044,175439.56325028627
2045,210371.77515571102
2046,195431.049620984
2047,136144.3291001608
2048,145858.56377906515
2049,146192.75545152058
2050,168081.274444696
2051,93969.34660249161
2052,124647.20835340326
2053,151865.8788484192
2054,102362.13976291721
2055,152412.72963614692
2056,142018.61582362288
2057,109627.16509348547
2058,211307.54616644804
2059,129414.64761372014
2060,179289.28751177952
2061,166601.12507012227
2062,128791.47135808923
2063,117661.87045674375
2064,136452.72186358308
2065,99848.94357526576
2066,168375.55640243308
2067,87965.19404639493
2068,150856.04300650788
2069,82442.26454137533
2070,114615.24589245317
2071,92404.61267987019
2072,134294.62054068726
2073,122144.36283524586
2074,178415.72637322693
2075,152314.80827956795
2076,112608.52373820735
2077,168298.63079639414
2078,127858.76216515165
2079,129885.1767648181
2080,118351.5551626068
2081,118754.56471915574
2082,127027.26379325573
2083,148414.32538185955
2084,109745.36341685314
2085,123204.01881858007
2086,106145.43971748788
2087,119845.89393862919
2088,89233.17877678033
2089,80531.33143260218
2090,121267.9020068688
2091,137599.03341856188
2092,120596.21085407202
2093,112193.12759218186
2094,117268.66863985959
2095,152439.66886474108
2096,82952.19777024844
2097,95138.87926350308
2098,151520.3695445314
2099,52433.17695795229
2100,53466.04678225525
2101,111525.50052065174
2102,111213.73524580654
2103,106674.44083954622
2104,99383.19439968033
2105,129472.47632682566
2106,82841.11587180982
2107,165327.6797321434
2108,121949.61750542633
2109,115310.1733780674
2110,119504.89449159673
2111,141312.60478234984
2112,134742.66655632755
2113,123161.30144333003
2114,140793.16028219467
2115,167871.00710050878
2116,109459.07023481584
2117,152394.5113045244
2118,126145.31774688612
2119,123206.37473723879
2120,111257.02735750024
2121,218152.03413547107
2122,123005.31923639793
2123,92461.31063706879
2124,150159.59616983277
2125,114794.61732306704
2126,155252.53678817517
2127,170222.0126647048
2128,110285.25370894225
